"Date","LREN3.SA.Open","LREN3.SA.High","LREN3.SA.Low","LREN3.SA.Close","LREN3.SA.Volume","LREN3.SA.Adjusted"
2017-04-07,19.108606338501,19.3796501159668,18.9798603057861,19.2373523712158,3537284,17.4901275634766
2017-04-10,19.2441291809082,19.6439189910889,19.1831436157227,19.5693817138672,2811350,17.7920036315918
2017-04-11,19.3999786376953,19.6506958007812,19.0340690612793,19.4406356811523,2414219,17.6749496459961
2017-04-12,19.3660984039307,19.8065452575684,19.1628150939941,19.6710224151611,3451837,17.8844089508057
2017-04-13,19.4609642028809,19.7862167358398,19.3660984039307,19.6506958007812,2860789,17.8659324645996
2017-04-17,19.7184562683105,20.2808723449707,19.5558300018311,19.9285144805908,4332136,18.1185188293457
2017-04-18,19.840425491333,20.1860065460205,19.7726650238037,20.0911426544189,3971900,18.2663803100586
2017-04-19,20.023380279541,20.1656799316406,19.4474124908447,19.4812927246094,3610187,17.7119140625
2017-04-20,19.4067554473877,19.8133220672607,19.3999786376953,19.6913528442383,4464366,17.9776935577393
2017-04-24,19.7929935455322,20.0911426544189,19.6710224151611,19.8743057250977,4437949,18.1447200775146
2017-04-25,19.7320079803467,20.0437088012695,19.6913528442383,19.9217395782471,4294356,18.1880321502686
2017-04-26,20.023380279541,20.0301570892334,19.4677391052246,19.4880695343018,6569263,17.7920970916748
2017-04-27,19.515172958374,19.7862167358398,19.0882797241211,19.5829334259033,5254791,17.8787097930908
2017-04-28,19.6506958007812,20.0504856109619,19.4270839691162,20.0437088012695,4178065,18.2993831634521
2017-05-02,20.0301570892334,20.5519161224365,19.8200988769531,20.3960666656494,4017944,18.6210784912109
2017-05-03,20.4231700897217,20.6467819213867,20.3418579101562,20.4502754211426,3752157,18.6705741882324
2017-05-04,20.6691436767578,20.788402557373,20.0132179260254,20.3784484863281,4898767,18.6049919128418
2017-05-05,20.4827995300293,20.4977073669434,20.1548366546631,20.1995582580566,4486623,18.4416675567627
2017-05-08,20.2070121765137,20.4231700897217,20.1846523284912,20.2964572906494,2067962,18.5301399230957
2017-05-09,20.4306240081787,21.0492820739746,20.3709945678711,20.9523849487305,3643821,19.1289806365967
2017-05-10,20.9449310302734,21.8766441345215,20.9449310302734,21.8766441345215,5644167,19.972806930542
2017-05-11,21.8766441345215,22.1747932434082,21.3474311828613,21.839376449585,3971846,19.9387817382812
2017-05-12,21.6977558135986,22.0853481292725,21.3325233459473,21.8766441345215,5828639,19.972806930542
2017-05-15,21.8766441345215,21.9437274932861,21.5188655853271,21.6157646179199,4185967,19.7346324920654
2017-05-16,21.638126373291,21.7872009277344,21.5561351776123,21.6903018951416,3239191,19.8026809692383
2017-05-17,21.5784969329834,21.8319225311279,21.1387271881104,21.4517822265625,5994328,19.5849170684814
2017-05-18,17.8889083862305,20.4157161712646,17.8889083862305,19.7896041870117,14811277,18.0673961639404
2017-05-19,19.7970581054688,20.356086730957,19.6852531433105,20.0504856109619,6955460,18.3055744171143
2017-05-22,19.8119659423828,19.8119659423828,18.783353805542,18.992057800293,7378605,17.3392543792725
2017-05-23,19.2976608276367,19.9312267303467,19.1187705993652,19.8268737792969,6167799,18.1014175415039
2017-05-24,20.1175670623779,20.6840515136719,19.7746982574463,20.4231700897217,4490514,18.6458187103271
2017-05-25,20.6542358398438,20.6691436767578,19.8939571380615,20.0504856109619,3980969,18.3055744171143
2017-05-26,20.2368278503418,20.4008102416992,19.9834022521973,20.2293739318848,7425293,18.4688930511475
2017-05-29,20.2293739318848,20.2293739318848,20.2293739318848,20.2293739318848,0,18.4688930511475
2017-05-30,19.8045139312744,20.1101150512695,19.8045139312744,20.0430316925049,2966978,18.2987632751465
2017-05-31,20.0504856109619,20.0653915405273,19.6181697845459,19.6554374694824,4324154,17.9448986053467
2017-06-01,19.7896041870117,19.9908542633057,19.5659942626953,19.7076148986816,3494634,17.9925403594971
2017-06-02,19.9088649749756,20.0952072143555,19.63307762146,20.0132179260254,3536090,18.2715492248535
2017-06-05,19.7597904205322,20.0504856109619,19.4690952301025,20.0504856109619,3898057,18.3055744171143
2017-06-06,19.9014110565186,20.3188190460205,19.8119659423828,20.1548366546631,5540460,18.4008483886719
2017-06-07,20.1548366546631,20.6765975952148,20.0579395294189,20.4231700897217,3477461,18.6458187103271
2017-06-08,20.4157161712646,20.564790725708,20.2144660949707,20.4902534484863,2408732,18.7070655822754
2017-06-09,20.4977073669434,20.6318740844727,20.0132179260254,20.557336807251,3614843,18.7683162689209
2017-06-12,20.3188190460205,20.4082622528076,19.7374286651611,20.0206699371338,3880348,18.2783489227295
2017-06-13,20.1175670623779,20.3784484863281,19.7299747467041,20.0281238555908,2480240,18.2851581573486
2017-06-14,20.0728454589844,20.4231700897217,19.9983081817627,20.2740955352783,5431521,18.5097255706787
2017-06-15,20.2740955352783,20.2740955352783,20.2740955352783,20.2740955352783,0,18.5097255706787
2017-06-16,20.0206699371338,20.4529857635498,20.0206699371338,20.3113651275635,5427094,18.5437469482422
2017-06-19,20.2293739318848,20.7585887908936,20.1697444915771,20.7213191986084,4089505,18.918025970459
2017-06-20,20.6989574432373,20.6989574432373,19.9908542633057,20.1101150512695,4545654,18.360013961792
2017-06-21,20.1250228881836,20.2815494537354,19.63307762146,19.7150688171387,2404707,17.9993438720703
2017-06-22,19.849235534668,19.9163188934326,19.4765491485596,19.7970581054688,2562347,18.074197769165
2017-06-23,19.7523365020752,19.9759483337402,19.6777992248535,19.8119659423828,1813324,18.0878086090088
2017-06-26,20.0802993774414,20.1846523284912,19.8119659423828,20.0504856109619,2506938,18.3055744171143
2017-06-27,19.8715953826904,20.1473827362061,19.6703453063965,19.8417816162109,2892250,18.1150321960449
2017-06-28,19.7896041870117,19.9535865783691,19.5809001922607,19.8790493011475,2037776,18.1490573883057
2017-06-29,19.9312267303467,20.0653915405273,19.7597904205322,19.9535865783691,1632877,18.2171039581299
2017-06-30,20.0579395294189,20.4977073669434,19.9684944152832,20.4082622528076,2742928,18.6322116851807
2017-07-03,20.4977073669434,20.6318740844727,20.1921062469482,20.5349750518799,1870611,18.7478981018066
2017-07-04,20.5349750518799,20.7511348724365,20.2740955352783,20.4082622528076,1681578,18.6322116851807
2017-07-05,20.3262710571289,20.7511348724365,20.0728454589844,20.7064113616943,4819746,18.904411315918
2017-07-06,20.7064113616943,20.7064113616943,20.3784484863281,20.4306240081787,2099624,18.6526279449463
2017-07-07,20.4678936004639,20.6840515136719,20.4008102416992,20.4827995300293,2196891,18.7002620697021
2017-07-10,20.7213191986084,21.0343742370605,20.6393280029297,20.7958564758301,1947754,18.9860744476318
2017-07-11,20.8554859161377,21.0940055847168,20.5498847961426,20.98219871521,3993983,19.1562023162842
2017-07-12,21.0940055847168,21.7424774169922,21.0194683074951,21.5784969329834,6458661,19.7006053924561
2017-07-13,21.6157646179199,22.1077098846436,21.5486812591553,22.0182647705078,3030972,20.1021003723145
2017-07-14,22.0853481292725,22.0928020477295,21.4815979003906,21.5784969329834,2552821,19.7006053924561
2017-07-17,21.7201175689697,21.7201175689697,21.3176155090332,21.3176155090332,1824594,19.4624290466309
2017-07-18,21.3399772644043,21.414514541626,21.1536331176758,21.1685428619385,2221577,19.3263263702393
2017-07-19,21.2878017425537,21.4592361450195,20.9523849487305,21.0790977478027,1721424,19.2446708679199
2017-07-20,21.0790977478027,21.3399772644043,20.780948638916,21.2878017425537,2155704,19.435209274292
2017-07-21,21.3176155090332,21.8319225311279,21.2952556610107,21.7648391723633,1989210,19.8707294464111
2017-07-24,21.8766441345215,22.3089599609375,21.8244686126709,22.2567844390869,2094795,20.3198661804199
2017-07-25,22.3238677978516,22.5772933959961,22.3238677978516,22.5102100372314,4564168,20.5512371063232
2017-07-26,22.4953022003174,22.4953022003174,21.5412273406982,21.7648391723633,6114000,19.8707294464111
2017-07-27,21.9884490966797,22.0257186889648,21.6903018951416,21.9586353302002,2120956,20.0476589202881
2017-07-28,21.7201175689697,22.0108108520508,21.6977558135986,22.0108108520508,2873467,20.0952987670898
2017-07-31,21.9511814117432,22.1300716400146,21.7648391723633,21.839376449585,2232713,19.9387817382812
2017-08-01,21.9139137268066,22.3387756347656,21.8319225311279,22.3387756347656,3989153,20.3947238922119
2017-08-02,22.3164138793945,22.6816444396973,22.2493305206299,22.3611354827881,3561446,20.4151344299316
2017-08-03,22.4803943634033,22.4953022003174,22.0704402923584,22.2269687652588,3311772,20.2926464080811
2017-08-04,22.1598854064941,22.2120628356934,21.6455783843994,21.8021068572998,4819611,19.9047603607178
2017-08-07,21.8021068572998,22.1673393249512,21.3996067047119,22.055534362793,5237122,20.1361293792725
2017-08-08,21.9288215637207,22.4803943634033,21.9288215637207,22.3984031677246,4020278,20.4491596221924
2017-08-09,22.1226177215576,22.5251178741455,22.0853481292725,22.5251178741455,2155570,20.5648460388184
2017-08-10,22.4953022003174,22.562385559082,22.2940521240234,22.5474796295166,2713949,20.5852642059326
2017-08-11,22.562385559082,22.8307209014893,22.3089599609375,22.6592845916748,3854589,20.6873359680176
2017-08-14,22.77854347229,22.972339630127,22.4729423522949,22.9201641082764,5627397,20.9255123138428
2017-08-15,22.9648876190186,23.2257652282715,22.9648876190186,23.1065063476562,3364229,21.0956363677979
2017-08-16,23.1065063476562,23.203405380249,22.8828964233398,22.9276180267334,4341058,20.9323253631592
2017-08-17,22.9052562713623,22.9425258636475,22.6816444396973,22.7338218688965,2280876,20.755392074585
2017-08-18,22.8083591461182,22.9201641082764,22.4654884338379,22.5325717926025,2830133,20.571647644043
2017-08-21,22.7263679504395,22.8307209014893,22.1524314880371,22.1524314880371,3601695,20.2245941162109
2017-08-22,22.5474796295166,22.7487297058105,22.0033588409424,22.4356727600098,4850469,20.4831829071045
2017-08-23,22.5325717926025,23.1810436248779,22.4580345153809,23.1065063476562,5046747,21.0956363677979
2017-08-24,23.2257652282715,23.4866466522217,22.972339630127,22.972339630127,3365571,20.9731483459473
2017-08-25,23.0990524291992,23.2928504943848,22.9350719451904,23.1512298583984,1902541,21.1364707946777
2017-08-28,23.0916004180908,23.3226642608643,22.9425258636475,22.972339630127,1311158,20.9731483459473
2017-08-29,22.8381729125977,23.2183132171631,22.5400257110596,23.1065063476562,2235932,21.0956363677979
2017-08-30,23.3524799346924,23.3524799346924,22.6369228363037,23.0319690704346,1413926,21.0275897979736
2017-08-31,23.0990524291992,23.1437759399414,22.7040061950684,22.8083591461182,4900377,20.8234348297119
2017-09-01,23.1512298583984,23.2481288909912,22.8083591461182,23.1437759399414,3601561,21.1296691894531
2017-09-04,23.1810436248779,23.4344692230225,22.9648876190186,23.3972015380859,1567675,21.3610363006592
2017-09-05,23.4941005706787,23.9338684082031,23.4791927337646,23.8518772125244,3206456,21.7761421203613
2017-09-06,23.9115085601807,24.8655834197998,23.8593311309814,24.7314167022705,5760217,22.5791416168213
2017-09-07,24.7314167022705,24.7314167022705,24.7314167022705,24.7314167022705,0,22.5791416168213
2017-09-08,24.7165088653564,24.9028511047363,24.3959999084473,24.9028511047363,4448253,22.7356567382812
2017-09-11,25.1562786102295,25.2606296539307,24.8134078979492,25.1115550994873,4981544,22.926197052002
2017-09-12,24.977388381958,26.1252593994141,24.6866931915283,25.7898426055908,18945459,23.5454597473145
2017-09-13,25.5811386108398,25.7823905944824,25.4171581268311,25.5513248443604,3491146,23.3276958465576
2017-09-14,25.2829914093018,25.5438709259033,25.2755374908447,25.5438709259033,6870268,23.3208904266357
2017-09-15,25.5587787628174,26.4532241821289,25.4916954040527,26.4532241821289,6757438,24.1511039733887
2017-09-18,26.3935947418213,26.7811870574951,26.2147045135498,26.684289932251,3789789,24.3620662689209
2017-09-19,26.684289932251,26.751371383667,25.8420181274414,26.0134544372559,5030379,23.7496089935303
2017-09-20,25.8047504425049,26.1103534698486,25.5736865997314,25.8867416381836,2474471,23.6339225769043
2017-09-21,26.0507221221924,26.0507221221924,25.6556777954102,25.7972965240479,4015314,23.5522613525391
2017-09-22,25.6780376434326,26.3041496276855,25.6780376434326,25.7972965240479,7134297,23.5522613525391
2017-09-25,25.9389171600342,26.0283622741699,25.1264629364014,25.7153053283691,2672896,23.525260925293
2017-09-26,25.6407680511475,26.1848907470703,25.5364170074463,25.8792877197266,3773421,23.6752815246582
2017-09-27,25.7153053283691,25.8718338012695,25.3575286865234,25.7153053283691,4362658,23.525260925293
2017-09-28,25.7525749206543,26.3563251495361,25.6631298065186,26.0954456329346,4033694,23.8730239868164
2017-09-29,26.1252593994141,27.1166038513184,26.0879917144775,26.8780841827393,3230470,24.5890102386475
2017-10-02,26.892993927002,27.392391204834,26.4159545898438,26.9078998565674,3100468,24.6162891387939
2017-10-03,26.8631782531738,27.8917903900146,26.8482704162598,27.8023452758789,3632686,25.4345626831055
2017-10-04,27.8992443084717,28.3017444610596,27.7352619171143,27.82470703125,3640467,25.4550170898438
2017-10-05,28.2048454284668,28.473180770874,27.5340118408203,27.6458187103271,3901009,25.2913646697998
2017-10-06,27.4967422485352,27.6905403137207,27.3774833679199,27.5861873626709,2725353,25.2368144989014
2017-10-09,27.4371147155762,27.6383647918701,27.2209568023682,27.616003036499,2163217,25.264087677002
2017-10-10,27.9066982269287,28.0632266998291,27.6309108734131,27.8619747161865,2607693,25.489107131958
2017-10-11,27.9961414337158,28.0259571075439,27.5861873626709,27.6458187103271,2647942,25.2913646697998
2017-10-12,27.6458187103271,27.6458187103271,27.6458187103271,27.6458187103271,0,25.2913646697998
2017-10-13,27.6383647918701,27.7576236724854,27.0346126556396,27.4296607971191,5031318,25.0936126708984
2017-10-16,27.7278099060059,27.7278099060059,26.9228076934814,27.1240577697754,3070550,24.8140430450439
2017-10-17,27.1240577697754,27.4669284820557,26.7141036987305,26.7960948944092,3261193,24.5140056610107
2017-10-18,26.8706321716309,28.0632266998291,26.8706321716309,27.9514198303223,5375844,25.5709419250488
2017-10-19,27.7278099060059,27.82470703125,26.8780841827393,27.384937286377,3498391,25.0527019500732
2017-10-20,27.4669284820557,27.9141502380371,27.3551235198975,27.5041961669922,2399475,25.1618022918701
2017-10-23,27.5340118408203,27.9365119934082,26.550121307373,26.960075378418,2788945,24.6640243530273
2017-10-24,26.9824371337891,27.7501697540283,26.8333625793457,27.6532707214355,4216154,25.2981796264648
2017-10-25,28.3166522979736,28.5626239776611,27.3402156829834,28.0259571075439,7767270,25.6391258239746
2017-10-26,27.7948913574219,27.7948913574219,26.8333625793457,27.0718822479248,7912030,24.7663097381592
2017-10-27,27.1389656066895,27.2954921722412,26.0879917144775,26.6246585845947,3921670,24.3571720123291
2017-10-30,26.3414173126221,26.6321125030518,25.7898426055908,26.2296123504639,3484840,23.9957656860352
2017-10-31,26.3041496276855,26.5277614593506,25.3575286865234,25.7003993988037,4795328,23.5116233825684
2017-11-01,25.9016494750977,26.4681301116943,25.610954284668,25.610954284668,4060124,23.4298000335693
2017-11-02,25.610954284668,25.610954284668,25.610954284668,25.610954284668,0,23.4298000335693
2017-11-03,25.610954284668,26.0730838775635,25.2755374908447,25.7525749206543,8126018,23.5593566894531
2017-11-06,25.7823905944824,26.7215576171875,25.7749366760254,26.684289932251,5569842,24.4117259979248
2017-11-07,26.6395664215088,26.8184566497803,25.4693336486816,25.9165573120117,11918759,23.7093753814697
2017-11-08,25.7227592468262,26.8110027313232,25.5811386108398,26.6544742584229,5327949,24.3844470977783
2017-11-09,26.3488712310791,26.7439193725586,25.6035003662109,25.7078533172607,6669696,23.5184421539307
2017-11-10,25.9389171600342,26.0134544372559,24.7910461425781,25.0221118927002,6274860,22.8911018371582
2017-11-13,24.8953971862793,25.1413707733154,24.5376205444336,24.969934463501,5491089,22.8433704376221
2017-11-14,25.2606296539307,25.2904453277588,24.6419715881348,24.7314167022705,5473246,22.625171661377
2017-11-15,24.7314167022705,24.7314167022705,24.7314167022705,24.7314167022705,0,22.625171661377
2017-11-16,24.6047039031982,25.9165573120117,24.6047039031982,25.6854915618896,7795712,23.4979877471924
2017-11-17,25.6780376434326,26.3116035461426,25.4618797302246,26.1923446655273,3843588,23.9616718292236
2017-11-20,26.1923446655273,26.1923446655273,26.1923446655273,26.1923446655273,0,23.9616718292236
2017-11-21,26.1923446655273,26.8631782531738,26.1923446655273,26.7886409759521,3838624,24.5071887969971
2017-11-22,26.5128536224365,26.960075378418,26.1550750732422,26.1997985839844,4162892,23.9684963226318
2017-11-23,26.1923446655273,26.1923446655273,25.5289630889893,25.9389171600342,2035898,23.7298316955566
2017-11-24,25.9389171600342,26.1252593994141,25.7451210021973,25.7898426055908,1598532,23.593448638916
2017-11-27,25.7823905944824,25.8643817901611,25.0817413330078,25.5885925292969,3216249,23.4093399047852
2017-11-28,25.5885925292969,26.5799369812012,25.4991493225098,26.0656318664551,4640372,23.8457584381104
2017-11-29,26.2370662689209,26.2370662689209,25.2531757354736,25.4916954040527,3839563,23.3206977844238
2017-11-30,25.1413707733154,25.2978973388672,24.1649341583252,25.2904453277588,8994176,23.1365833282471
2017-12-01,25.2606296539307,25.5140552520752,24.9922962188721,25.3724365234375,2866893,23.2115936279297
2017-12-04,25.3798885345459,25.5066013336182,24.8357677459717,25.1339168548584,4491050,22.9933853149414
2017-12-05,24.9252128601074,25.8494739532471,24.6270637512207,24.8879432678223,3848552,22.7683620452881
2017-12-06,24.753776550293,25.7674827575684,24.6792392730713,25.6407680511475,9067294,23.4570770263672
2017-12-07,25.3053512573242,25.6482238769531,24.6121578216553,25.5215091705322,2962416,23.3479690551758
2017-12-08,25.7525749206543,26.0134544372559,25.5215091705322,25.7153053283691,2290939,23.525260925293
2017-12-11,25.9240093231201,26.1476211547852,25.2829914093018,25.6780376434326,3540651,23.4911651611328
2017-12-12,25.5289630889893,25.8643817901611,25.2159080505371,25.8643817901611,2349970,23.6616439819336
2017-12-13,26.0879917144775,26.0879917144775,24.977388381958,25.2978973388672,5289579,23.1434059143066
2017-12-14,25.186092376709,25.186092376709,24.2916469573975,24.9028511047363,5699442,22.7819995880127
2017-12-15,24.9624805450439,25.4916954040527,24.5748882293701,24.6717872619629,6081265,22.5706157684326
2017-12-18,24.8134078979492,25.0221118927002,24.5301666259766,24.5897960662842,3668641,22.4956073760986
2017-12-19,24.5227127075195,24.8208618164062,24.1127586364746,24.6643333435059,3422053,22.5637969970703
2017-12-20,24.7388706207275,25.0593795776367,24.7388706207275,25.0370178222656,2008261,22.9047412872314
2017-12-21,24.8879432678223,25.3500747680664,24.6270637512207,25.3500747680664,1966805,23.1911354064941
2017-12-22,25.2159080505371,25.4320640563965,25.0593795776367,25.1190090179443,1562979,22.9797515869141
2017-12-25,25.1190090179443,25.1190090179443,25.1190090179443,25.1190090179443,0,22.9797515869141
2017-12-26,25.0817413330078,25.9985466003418,24.8953971862793,25.8047504425049,1866586,23.6070919036865
2017-12-27,26.035816192627,26.5948448181152,25.9836406707764,26.4606761932373,2537527,24.2071495056152
2017-12-28,26.4606761932373,26.5873908996582,26.0879917144775,26.4532241821289,2368752,24.2003383636475
2017-12-29,26.4532241821289,26.4532241821289,26.4532241821289,26.4532241821289,0,24.2003383636475
2018-01-02,26.6544742584229,26.7960948944092,26.0209083557129,26.3488712310791,3050158,24.1048679351807
2018-01-03,25.9687328338623,26.7364654541016,25.8867416381836,26.684289932251,2792031,24.4117259979248
2018-01-04,26.8184566497803,26.9377155303955,26.4681301116943,26.8333625793457,3202028,24.5481033325195
2018-01-05,26.8333625793457,26.900447845459,26.3488712310791,26.6693801879883,3025874,24.3980827331543
2018-01-08,26.684289932251,26.7290115356445,26.1699829101562,26.5352153778076,4009143,24.2753467559814
2018-01-09,26.542667388916,26.8184566497803,26.2072505950928,26.691743850708,3819841,24.4185390472412
2018-01-10,26.4234085083008,26.6097526550293,25.9761867523193,25.9761867523193,1725851,23.7639236450195
2018-01-11,26.1997985839844,26.2370662689209,25.9836406707764,26.0879917144775,2422819,23.8662090301514
2018-01-12,25.9389171600342,26.3786869049072,25.8122043609619,26.3116035461426,3029497,24.0707778930664
2018-01-15,26.3116035461426,26.9824371337891,26.266881942749,26.9824371337891,1907640,24.6844806671143
2018-01-16,27.0271606445312,27.1985950469971,26.8333625793457,27.0718822479248,3264682,24.7663097381592
2018-01-17,27.1687793731689,27.7501697540283,27.0495204925537,27.7501697540283,3389586,25.3868217468262
2018-01-18,27.7650775909424,27.7650775909424,27.3253078460693,27.4669284820557,3157487,25.1277046203613
2018-01-19,27.5787334442139,27.6979942321777,27.1315116882324,27.2656784057617,2781567,24.9435977935791
2018-01-22,27.2805862426758,27.3551235198975,26.7811870574951,27.1389656066895,2464275,24.8276748657227
2018-01-23,27.1240577697754,27.1240577697754,26.2221584320068,26.542667388916,3832452,24.2821598052979
2018-01-24,26.7960948944092,27.7650775909424,26.7960948944092,27.7650775909424,4188114,25.4004669189453
2018-01-25,27.7650775909424,27.7650775909424,27.7650775909424,27.7650775909424,0,25.4004669189453
2018-01-26,27.7799854278564,28.6147994995117,27.5861873626709,28.4806327819824,5264088,26.0550804138184
2018-01-29,28.3091983795166,28.3166522979736,27.4520206451416,27.8545227050781,2315490,25.482292175293
